Season,M/W,Match,Y/M/D,Pool,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,5,Park Kyeongmin,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,6,Hwang Taekeui,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,1,1,0
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,7,Park Jin-Woo,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,8,Kim Kyumin,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,9,Kwak Seung-Suk,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,1,0,1,100,0,0,1,1,0
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,10,Na Gyeong-Bok,-,OH,2,2,0,0,-,0,2,2,2,6,0,0,0,1,1,0,0,0,3,3,0,0,0,5,5,0,2,0,2,100,0,0,0,0,-
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,11,Choi Min-Ho,-,MB,2,1,0,1,-,50,1,0,0,1,100,0,0,0,0,-,1,0,2,3,33.33,0,0,0,0,-,0,0,0,-,0,0,1,1,0
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,14,Lim Sungjin,-,OH,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,18,Heo Subong,-,O,7,7,0,0,-,14.29,7,2,7,16,31.25,0,0,2,2,0,0,2,1,3,-66.67,0,0,0,0,-,3,0,3,100,0,0,0,0,-
2022,Men,6,2022/7/30,Semifinals,Seoul,Korea,Korea,Türkiye,0,3,24,21,22,-,-,26,25,25,-,-,SET 3,22,Shin Yung-Suk,-,MB,1,1,0,0,-,14.29,1,0,0,1,100,0,0,2,2,0,0,0,4,4,0,0,0,1,1,0,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,1,Monik Milan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,9,0,13,22,40.91,6,0,7,85.71,0,0,7,7,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,5,Zajicek Adam,C,MB,2,2,0,0,-,0,2,2,2,6,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,-,2,0,2,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,8,Kunc Tomas,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,12,Licek Martin,-,OH,18,16,2,0,-,20.75,16,6,11,33,30.3,2,0,0,2,100,0,1,17,18,-5.56,7,1,26,34,17.65,5,0,7,71.43,0,0,2,2,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,13,Galabov Jan,-,OH,3,3,0,0,-,-6.67,3,3,6,12,0,0,0,0,0,-,0,1,2,3,-33.33,3,2,5,10,10,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,14,Cech Daniel,-,OH,5,4,0,1,-,4.17,4,2,4,10,20,0,0,0,0,-,1,2,11,14,-7.14,9,2,18,29,24.14,3,0,4,75,0,0,3,3,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,16,Srb Jiri,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,9,9,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,17,Sotola Marek,-,U,22,20,2,0,-,22.81,20,5,8,33,45.45,2,0,4,6,33.33,0,4,14,18,-22.22,0,0,0,0,-,6,0,7,85.71,0,0,2,2,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,18,Svoboda Jan,-,OH,0,0,0,0,-,-33.33,0,0,0,0,-,0,0,0,0,-,0,1,2,3,-33.33,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,19,Bartunek Lubos,-,S,2,1,1,0,-,0,1,0,0,1,100,1,0,3,4,25,0,2,14,16,-12.5,0,0,2,2,0,3,1,6,33.33,0,1,95,96,-1.04
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,20,Spulak Petr,-,MB,2,1,0,1,-,0,1,1,3,5,0,0,0,3,3,0,1,1,6,8,0,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,22,Sedlacek Oliver,-,MB,9,7,2,0,-,17.86,7,0,3,10,70,2,1,0,3,33.33,0,3,12,15,-20,0,0,1,1,0,2,0,3,66.67,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,23,Indra Patrik,-,U,2,1,1,0,-,28.57,1,0,3,4,25,1,0,1,2,50,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,2,2,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,ALL SETS,25,Polak Josef,-,MB,10,7,3,0,-,47.37,7,0,0,7,100,3,0,1,4,75,0,1,7,8,-12.5,1,0,0,1,100,0,0,1,0,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,1,Monik Milan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,3,5,40,1,0,1,100,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,5,Zajicek Adam,C,MB,2,2,0,0,-,12.5,2,1,1,4,25,0,0,1,1,0,0,0,3,3,0,0,0,0,0,-,2,0,2,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,8,Kunc Tomas,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,12,Licek Martin,-,OH,2,1,1,0,-,-11.11,1,3,1,5,-40,1,0,0,1,100,0,0,3,3,0,2,0,8,10,20,2,0,4,50,0,0,2,2,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,13,Galabov Jan,-,OH,3,3,0,0,-,7.69,3,1,6,10,20,0,0,0,0,-,0,1,2,3,-33.33,3,1,3,7,28.57,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,14,Cech Daniel,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,16,Srb Jiri,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,5,5,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,17,Sotola Marek,-,U,4,4,0,0,-,8.33,4,2,1,7,28.57,0,0,2,2,0,0,1,2,3,-33.33,0,0,0,0,-,3,0,3,100,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,18,Svoboda Jan,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,19,Bartunek Lubos,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,2,2,0,0,0,0,0,-,1,1,2,0,0,0,21,21,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,20,Spulak Petr,-,MB,2,1,0,1,-,8.33,1,1,2,4,0,0,0,2,2,0,1,0,5,6,16.67,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,22,Sedlacek Oliver,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,23,Indra Patrik,-,U,1,1,0,0,-,50,1,0,1,2,50,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 1,25,Polak Josef,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,1,Monik Milan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,2,3,33.33,1,0,2,50,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,5,Zajicek Adam,C,MB,0,0,0,0,-,-50,0,1,1,2,-50,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,8,Kunc Tomas,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,12,Licek Martin,-,OH,3,3,0,0,-,50,3,0,1,4,75,0,0,0,0,-,0,0,2,2,0,2,0,4,6,33.33,1,0,1,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,13,Galabov Jan,-,OH,0,0,0,0,-,-100,0,2,0,2,-100,0,0,0,0,-,0,0,0,0,-,0,1,2,3,-33.33,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,14,Cech Daniel,-,OH,2,2,0,0,-,16.67,2,1,1,4,25,0,0,0,0,-,0,0,2,2,0,3,1,6,10,20,0,0,1,0,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,16,Srb Jiri,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,4,4,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,17,Sotola Marek,-,U,5,5,0,0,-,57.14,5,0,0,5,100,0,0,0,0,-,0,1,1,2,-50,0,0,0,0,-,0,0,0,-,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,18,Svoboda Jan,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,19,Bartunek Lubos,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,1,13,14,-7.14
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,20,Spulak Petr,-,MB,0,0,0,0,-,-25,0,0,1,1,0,0,0,1,1,0,0,1,1,2,-50,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,22,Sedlacek Oliver,-,MB,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,5,5,0,0,0,0,0,-,1,0,2,50,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,23,Indra Patrik,-,U,1,0,1,0,-,20,0,0,2,2,0,1,0,1,2,50,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 2,25,Polak Josef,-,MB,1,1,0,0,-,100,1,0,0,1,100,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,1,Monik Milan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,4,5,20,1,0,1,100,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,5,Zajicek Adam,C,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,8,Kunc Tomas,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,12,Licek Martin,-,OH,6,6,0,0,-,54.55,6,0,0,6,100,0,0,0,0,-,0,0,5,5,0,2,1,5,8,12.5,1,0,1,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,13,Galabov Jan,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,14,Cech Daniel,-,OH,2,1,0,1,-,11.11,1,1,2,4,0,0,0,0,0,-,1,0,4,5,20,1,1,1,3,0,0,0,0,-,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,16,Srb Jiri,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,17,Sotola Marek,-,U,3,2,1,0,-,18.18,2,0,3,5,40,1,0,0,1,100,0,1,4,5,-20,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,18,Svoboda Jan,-,OH,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,19,Bartunek Lubos,-,S,1,1,0,0,-,0,1,0,0,1,100,0,0,0,0,-,0,1,4,5,-20,0,0,1,1,0,1,0,2,50,0,0,21,21,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,20,Spulak Petr,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,22,Sedlacek Oliver,-,MB,3,2,1,0,-,28.57,2,0,1,3,66.67,1,0,0,1,100,0,1,2,3,-33.33,0,0,1,1,0,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,23,Indra Patrik,-,U,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 3,25,Polak Josef,-,MB,3,3,0,0,-,50,3,0,0,3,100,0,0,1,1,0,0,0,2,2,0,1,0,0,1,100,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,1,Monik Milan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,2,50,2,0,2,100,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,5,Zajicek Adam,C,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,8,Kunc Tomas,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,12,Licek Martin,-,OH,5,4,1,0,-,11.76,4,2,5,11,18.18,1,0,0,1,100,0,1,4,5,-20,1,0,4,5,20,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,13,Galabov Jan,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,14,Cech Daniel,-,OH,0,0,0,0,-,-33.33,0,0,0,0,-,0,0,0,0,-,0,1,2,3,-33.33,4,0,8,12,33.33,3,0,3,100,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,16,Srb Jiri,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,17,Sotola Marek,-,U,4,3,1,0,-,15.38,3,1,4,8,25,1,0,0,1,100,0,1,3,4,-25,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,18,Svoboda Jan,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,19,Bartunek Lubos,-,S,1,0,1,0,-,0,0,0,0,0,-,1,0,2,3,33.33,0,1,3,4,-25,0,0,0,0,-,0,0,1,0,0,0,22,22,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,20,Spulak Petr,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,22,Sedlacek Oliver,-,MB,3,2,1,0,-,11.11,2,0,1,3,66.67,1,1,0,2,0,0,1,3,4,-25,0,0,0,0,-,1,0,1,100,0,0,1,1,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,23,Indra Patrik,-,U,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 4,25,Polak Josef,-,MB,3,2,1,0,-,42.86,2,0,0,2,100,1,0,0,1,100,0,0,4,4,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 5,1,Monik Milan,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,4,0,3,7,57.14,1,0,1,100,0,0,3,3,0
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 5,5,Zajicek Adam,C,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 5,8,Kunc Tomas,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2022,Men,7,2022/7/31,Final 3rd-4th,Seoul,Korea,Czech Republic,Korea,2,3,19,16,26,25,20,25,25,24,23,22,SET 5,12,Licek Martin,-,OH,2,2,0,0,-,10,2,1,4,7,14.29,0,0,0,0,-,0,0,3,3,0,0,0,5,5,0,1,0,1,100,0,0,0,0,-
