Season,M/W,Match,Y/M/D,Pool,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2022,Women,1,2022/7/28,Quarter_Finals,Zadar,Croatia,Kazakhstan,Croatia,0,3,20,15,20,-,-,25,25,25,-,-,3,6/20 (30%),14/25 (56%),16,13,2,1,-,13,3,7,23,2,3,0,5,1,4,15,20,6,3,15,24,1,3,4,3,1,19,23
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,Colombia,France,3,2,25,25,22,11,16,17,16,25,25,14,ALL,40/98 (41%),59/98 (60%),71,48,16,7,-,48,24,75,147,16,12,0,28,7,14,77,98,16,6,57,79,2,14,16,4,1,135,140
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,Colombia,France,3,2,25,25,22,11,16,17,16,25,25,14,1,13/25 (52%),12/17 (71%),18,10,5,3,-,10,5,6,21,5,2,0,7,3,3,19,25,4,1,8,13,1,4,5,2,0,18,20
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,Colombia,France,3,2,25,25,22,11,16,17,16,25,25,14,2,11/24 (46%),14/17 (82%),19,14,4,1,-,14,4,17,35,4,2,0,6,1,4,19,24,2,0,13,15,0,2,2,0,0,28,28
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,Colombia,France,3,2,25,25,22,11,16,17,16,25,25,14,3,9/23 (39%),13/24 (54%),13,7,5,1,-,7,4,20,31,5,5,0,10,1,1,21,23,4,2,11,17,1,5,6,0,0,33,33
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,Colombia,France,3,2,25,25,22,11,16,17,16,25,25,14,4,1/11 (9%),10/25 (40%),9,7,1,1,-,7,8,22,37,1,2,0,3,1,2,8,11,5,2,16,23,0,3,3,1,0,34,35
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,Colombia,France,3,2,25,25,22,11,16,17,16,25,25,14,5,6/15 (40%),10/15 (67%),12,10,1,1,-,10,3,10,23,1,1,0,2,1,4,10,15,1,1,9,11,0,0,0,1,1,22,24
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,ALL,39/98 (40%),58/98 (59%),70,52,12,6,-,52,22,68,142,12,16,0,28,6,19,73,98,20,7,57,84,5,14,22,11,2,117,130
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,1,5/17 (29%),12/25 (48%),11,8,2,1,-,8,8,7,23,2,2,0,4,1,4,12,17,5,3,14,22,0,3,4,3,0,20,23
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,2,3/17 (18%),13/24 (54%),9,8,1,0,-,8,6,17,31,1,6,0,7,0,2,15,17,2,1,17,20,0,3,3,3,2,24,29
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,3,11/24 (46%),14/23 (61%),22,18,2,2,-,18,6,20,44,2,4,0,6,2,7,15,24,8,1,13,22,2,3,6,2,0,37,39
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,4,15/25 (60%),10/11 (91%),21,13,6,2,-,13,1,13,27,6,2,0,8,2,2,21,25,3,1,5,9,2,0,3,2,0,22,24
2022,Women,3,2022/7/29,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,5,5/15 (33%),9/15 (60%),7,5,1,1,-,5,1,11,17,1,2,0,3,1,4,10,15,2,1,8,11,1,5,6,1,0,14,15
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Belgium,Czech Republic,3,0,25,25,25,-,-,18,23,15,-,-,ALL,34/73 (47%),41/58 (71%),57,46,5,6,-,46,8,52,106,5,13,0,18,6,7,60,73,12,1,39,52,0,13,13,11,1,93,105
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Belgium,Czech Republic,3,0,25,25,25,-,-,18,23,15,-,-,1,10/24 (42%),15/19 (79%),18,16,1,1,-,16,2,17,35,1,4,0,5,1,3,20,24,7,0,9,16,0,3,3,4,0,31,35
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Belgium,Czech Republic,3,0,25,25,25,-,-,18,23,15,-,-,2,11/25 (44%),14/23 (61%),18,14,2,2,-,14,5,23,42,2,7,0,9,2,2,21,25,4,1,16,21,0,5,5,5,1,34,40
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Belgium,Czech Republic,3,0,25,25,25,-,-,18,23,15,-,-,3,13/24 (54%),12/16 (75%),21,16,2,3,-,16,1,12,29,2,2,0,4,3,2,19,24,1,0,14,15,0,5,5,2,0,28,30
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,ALL,17/58 (29%),39/73 (53%),47,39,7,1,-,39,16,47,102,7,10,0,17,1,6,51,58,11,6,49,66,3,10,14,16,1,89,106
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,1,4/19 (21%),14/24 (58%),14,13,1,0,-,13,5,13,31,1,3,0,4,0,3,16,19,4,1,16,21,0,1,1,5,0,27,32
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,2,9/23 (39%),14/25 (56%),20,14,5,1,-,14,7,20,41,5,3,0,8,1,2,20,23,3,2,18,23,3,4,7,6,0,37,43
2022,Women,4,2022/7/28,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,3,4/16 (25%),11/24 (46%),13,12,1,0,-,12,4,14,30,1,4,0,5,0,1,15,16,4,3,15,22,0,5,6,5,1,25,31
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Croatia,Puerto Rico,3,1,26,25,23,25,-,24,17,25,17,-,ALL,44/98 (45%),55/84 (65%),80,58,19,3,-,58,22,66,146,19,21,0,40,3,10,85,98,35,1,41,77,2,11,13,4,1,135,140
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Croatia,Puerto Rico,3,1,26,25,23,25,-,24,17,25,17,-,1,12/26 (46%),14/24 (58%),23,17,5,1,-,17,7,23,47,5,4,0,9,1,3,22,26,7,1,14,22,0,3,3,2,1,43,46
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Croatia,Puerto Rico,3,1,26,25,23,25,-,24,17,25,17,-,2,11/24 (46%),14/18 (78%),19,15,3,1,-,15,5,16,36,3,4,0,7,1,2,21,24,8,0,10,18,1,3,4,1,0,34,35
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Croatia,Puerto Rico,3,1,26,25,23,25,-,24,17,25,17,-,3,8/24 (33%),15/24 (63%),16,11,5,0,-,11,6,18,35,5,9,0,14,0,3,21,24,12,0,8,20,0,3,3,1,0,33,34
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Croatia,Puerto Rico,3,1,26,25,23,25,-,24,17,25,17,-,4,13/24 (54%),12/18 (67%),22,15,6,1,-,15,4,9,28,6,4,0,10,1,2,21,24,8,0,9,17,1,2,3,0,0,25,25
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,ALL,29/84 (35%),54/98 (55%),58,48,9,1,-,48,30,71,149,9,17,0,26,1,7,76,84,37,3,48,88,3,10,14,3,1,141,145
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,1,10/24 (42%),14/26 (54%),17,12,4,1,-,12,5,31,48,4,5,0,9,1,2,21,24,9,1,13,23,2,3,6,1,1,48,50
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,2,4/18 (22%),13/24 (54%),11,9,2,0,-,9,9,19,37,2,6,0,8,0,0,18,18,7,1,14,22,0,2,2,1,0,35,36
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,3,9/24 (38%),16/24 (67%),17,16,1,0,-,16,8,12,36,1,1,0,2,0,4,20,24,11,0,10,21,0,1,1,0,0,33,33
2022,Women,5,2022/7/30,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,4,6/18 (33%),11/24 (46%),13,11,2,0,-,11,8,9,28,2,5,0,7,0,1,17,18,10,1,11,22,1,4,5,1,0,25,26
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,ALL,44/95 (46%),52/83 (63%),71,58,7,6,-,58,19,97,174,7,19,1,27,6,13,76,95,7,3,69,79,6,12,19,10,1,152,163
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,1,8/22 (36%),13/24 (54%),15,11,1,3,-,11,5,20,36,1,4,0,5,3,4,15,22,4,2,17,23,0,3,4,2,0,27,29
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,2,11/24 (46%),14/21 (67%),19,17,2,0,-,17,3,26,46,2,4,1,7,0,4,20,24,2,0,18,20,0,6,6,3,0,40,43
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,3,13/25 (52%),12/21 (57%),18,14,2,2,-,14,6,25,45,2,5,0,7,2,3,20,25,1,1,18,20,3,1,4,3,1,43,47
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,4,12/24 (50%),13/17 (76%),19,16,2,1,-,16,5,26,47,2,6,0,8,1,2,21,24,0,0,16,16,3,2,5,2,0,42,44
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Colombia,Belgium,1,3,25,20,21,16,-,21,25,25,25,-,ALL,31/83 (37%),51/95 (54%),55,45,7,3,-,45,27,94,166,7,11,0,18,3,4,76,83,8,6,68,82,4,17,22,6,1,148,155
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Colombia,Belgium,1,3,25,20,21,16,-,21,25,25,25,-,1,11/24 (46%),14/22 (64%),17,13,2,2,-,13,6,15,34,2,1,0,3,2,1,21,24,1,3,14,18,1,4,6,2,0,29,31
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Colombia,Belgium,1,3,25,20,21,16,-,21,25,25,25,-,2,7/21 (33%),13/24 (54%),15,13,2,0,-,13,6,27,46,2,5,0,7,0,1,20,21,3,0,17,20,1,5,6,2,1,41,44
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Colombia,Belgium,1,3,25,20,21,16,-,21,25,25,25,-,3,9/21 (43%),12/25 (48%),12,10,1,1,-,10,8,26,44,1,4,0,5,1,1,19,21,1,2,19,22,2,4,6,1,0,39,40
2022,Women,6,2022/7/30,Semifinals,Zadar,Croatia,Colombia,Belgium,1,3,25,20,21,16,-,21,25,25,25,-,4,4/17 (24%),12/24 (50%),11,9,2,0,-,9,7,26,42,2,1,0,3,0,1,16,17,3,1,18,22,0,4,4,1,0,39,40
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,ALL,31/92 (34%),60/99 (61%),70,62,7,1,-,62,21,83,166,7,16,0,23,1,6,85,92,20,4,65,89,6,22,29,4,0,155,159
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,1,8/26 (31%),17/26 (65%),18,16,2,0,-,16,6,17,39,2,5,0,7,0,3,23,26,6,0,16,22,0,8,9,2,0,35,37
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,2,8/24 (33%),17/24 (71%),17,17,0,0,-,17,4,18,39,0,4,0,4,0,1,23,24,4,1,15,20,2,4,6,0,0,38,38
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,3,8/24 (33%),15/24 (63%),19,17,1,1,-,17,7,30,54,1,4,0,5,1,1,22,24,5,0,18,23,3,6,9,1,0,51,52
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,4,7/18 (39%),11/25 (44%),16,12,4,0,-,12,4,18,34,4,3,0,7,0,1,17,18,5,3,16,24,1,4,5,1,0,31,32
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Puerto Rico,Colombia,3,1,27,23,25,25,-,25,25,23,18,-,ALL,39/99 (39%),61/92 (66%),81,67,10,4,-,67,18,85,170,10,26,0,36,4,10,85,99,19,1,66,86,6,13,21,5,0,165,170
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Puerto Rico,Colombia,3,1,27,23,25,25,-,25,25,23,18,-,1,9/26 (35%),18/26 (69%),20,18,2,0,-,18,5,19,42,2,10,0,12,0,4,22,26,2,0,21,23,2,2,5,2,0,43,45
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Puerto Rico,Colombia,3,1,27,23,25,25,-,25,25,23,18,-,2,7/24 (29%),16/24 (67%),19,16,2,1,-,16,4,21,41,2,6,0,8,1,4,19,24,6,0,17,23,0,3,3,2,0,38,40
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Puerto Rico,Colombia,3,1,27,23,25,25,-,25,25,23,18,-,3,9/24 (38%),16/24 (67%),20,16,4,0,-,16,4,25,45,4,6,0,10,0,1,23,24,6,1,16,23,1,5,7,0,0,44,44
2022,Women,7,2022/7/31,Final 3rd-4th,Zadar,Croatia,Puerto Rico,Colombia,3,1,27,23,25,25,-,25,25,23,18,-,4,14/25 (56%),11/18 (61%),22,17,2,3,-,17,5,20,42,2,4,0,6,3,1,21,25,5,0,12,17,3,3,6,1,0,40,41
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,ALL,37/95 (39%),59/89 (66%),58,44,7,7,-,44,21,75,140,7,15,0,22,7,11,71,89,26,2,53,81,1,9,10,4,1,131,136
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,1,10/25 (40%),15/20 (75%),11,9,0,2,-,9,4,17,30,0,5,0,5,2,4,14,20,4,1,16,21,0,1,1,1,0,27,28
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,2,5/21 (24%),16/25 (64%),16,12,3,1,-,12,5,14,31,3,2,0,5,1,3,21,25,2,0,14,16,0,3,3,2,0,31,33
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,3,12/25 (48%),13/22 (59%),16,11,1,4,-,11,6,20,37,1,3,0,4,4,2,16,22,14,0,9,23,0,4,4,1,1,33,35
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,4,10/24 (42%),15/22 (68%),15,12,3,0,-,12,6,24,42,3,5,0,8,0,2,20,22,6,1,14,21,1,1,2,0,0,40,40
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,ALL,30/89 (34%),58/95 (61%),73,61,10,2,-,61,22,57,140,10,24,1,35,2,14,79,95,25,7,46,78,3,2,6,9,1,120,130
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,1,5/20 (25%),15/25 (60%),19,16,2,1,-,16,5,10,31,2,5,0,7,1,4,20,25,5,2,9,16,2,1,3,1,0,27,28
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,2,9/25 (36%),16/21 (76%),16,13,3,0,-,13,7,13,33,3,8,0,11,0,5,16,21,6,1,15,22,0,0,0,4,0,24,28
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,3,9/22 (41%),13/25 (52%),18,16,2,0,-,16,4,14,34,2,3,0,5,0,2,23,25,5,4,11,20,1,1,3,2,1,29,32
2022,Women,8,2022/7/31,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,4,7/22 (32%),14/24 (58%),20,16,3,1,-,16,6,20,42,3,8,1,12,1,3,20,24,9,0,11,20,0,0,0,2,0,40,42
